IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexDate;IndexMeteo
607;325;3;2017-08-21;2017-08-14;3;0;7;3;2017-08-15;1.5;1;202;BARS;BAR-SOFT;226;227
544;181;1;2017-08-18;2017-08-11;1;0;7;3;2017-08-17;4;1;112;BARA;BAR-ALCOOL;228;229
544;181;1;2017-08-18;2017-08-11;1;0;7;1;2017-08-17;4;1;112;BARA;BAR-ALCOOL;228;229
544;181;1;2017-08-18;2017-08-11;1;0;7;3;2017-08-17;14;1;46;BARA;BAR-ALCOOL;228;229
544;181;1;2017-08-18;2017-08-11;1;0;7;1;2017-08-17;14;1;46;BARA;BAR-ALCOOL;228;229
644;532;4;2017-08-18;2017-08-17;2;2;1;3;2017-08-17;12;2;182;REST;RESTAURANT;228;229
644;532;4;2017-08-18;2017-08-17;2;2;1;3;2017-08-17;35;2;181;REST;RESTAURANT;228;229
644;532;4;2017-08-18;2017-08-17;2;2;1;3;2017-08-17;7;1;203;BARA;BAR-ALCOOL;228;229
644;532;4;2017-08-18;2017-08-17;2;2;1;3;2017-08-17;4;1;106;BARA;BAR-ALCOOL;228;229
602;288;2;2017-08-19;2017-08-14;2;0;5;3;2017-08-17;29;2;180;REST;RESTAURANT;228;229
602;288;2;2017-08-19;2017-08-14;2;0;5;3;2017-08-17;4;1;193;BARS;BAR-SOFT;228;229
631;533;2;2017-08-18;2017-08-16;2;0;2;2;2017-08-18;3;1;119;BARS;BAR-SOFT;229;230
660;;1;;;;;;3;2017-08-19;4;1;189;BARA;BAR-ALCOOL;230;231
660;;1;;;;;;3;2017-08-19;4;2;189;BARA;BAR-ALCOOL;230;231
660;;1;;;;;;3;2017-08-19;4.5;1;195;BARA;BAR-ALCOOL;230;231
660;;1;;;;;;3;2017-08-19;4;1;193;BARS;BAR-SOFT;230;231
661;;5;;;;;;1;2017-08-19;35;5;181;REST;RESTAURANT;230;231
661;;5;;;;;;1;2017-08-19;4;2;189;BARA;BAR-ALCOOL;230;231
661;;5;;;;;;1;2017-08-19;17;1;217;BARA;BAR-ALCOOL;230;231
660;;1;;;;;;3;2017-08-19;2;2;173;BARS;BAR-SOFT;230;231
661;;5;;;;;;1;2017-08-19;2;5;173;BARS;BAR-SOFT;230;231
659;;3;;;;;;3;2017-08-19;2;2;173;BARS;BAR-SOFT;230;231
673;;3;;;;;;3;2017-08-19;29;3;180;REST;RESTAURANT;230;231
673;;3;;;;;;3;2017-08-19;18;1;32;BARA;BAR-ALCOOL;230;231
673;;3;;;;;;3;2017-08-19;4;1;113;BARA;BAR-ALCOOL;230;231
673;;3;;;;;;3;2017-08-19;5;1;107;BARA;BAR-ALCOOL;230;231
631;533;2;2017-08-18;2017-08-16;2;0;2;2;2017-08-18;8;1;191;BARA;BAR-ALCOOL;229;230
631;533;2;2017-08-18;2017-08-16;2;0;2;2;2017-08-18;7;1;224;BARA;BAR-ALCOOL;229;230
631;533;2;2017-08-18;2017-08-16;2;0;2;2;2017-08-18;5;1;107;BARA;BAR-ALCOOL;229;230
647;547;2;2017-08-18;2017-08-17;2;0;1;3;2017-08-18;3.5;2;176;BARS;BAR-SOFT;229;230
647;547;2;2017-08-18;2017-08-17;2;0;1;3;2017-08-18;4;2;189;BARA;BAR-ALCOOL;229;230
648;;2;;;;;;3;2017-08-18;25;2;14;REST;RESTAURANT;229;230
648;;2;;;;;;3;2017-08-18;6;1;25;REST;RESTAURANT;229;230
648;;2;;;;;;3;2017-08-18;8;1;18;REST;RESTAURANT;229;230
648;;2;;;;;;3;2017-08-18;4;2;189;BARA;BAR-ALCOOL;229;230
436;93;2;2017-08-24;2017-08-03;2;0;21;2;2017-08-19;20;1;45;BARA;BAR-ALCOOL;230;231
607;325;2;2017-08-21;2017-08-14;2;0;7;3;2017-08-19;9;1;3;REST;RESTAURANT;230;231
607;325;3;2017-08-21;2017-08-14;3;0;7;3;2017-08-19;9;1;3;REST;RESTAURANT;230;231
607;325;2;2017-08-21;2017-08-14;2;0;7;3;2017-08-19;25;1;14;REST;RESTAURANT;230;231
607;325;3;2017-08-21;2017-08-14;3;0;7;3;2017-08-19;25;1;14;REST;RESTAURANT;230;231
607;325;2;2017-08-21;2017-08-14;2;0;7;3;2017-08-19;20;1;12;REST;RESTAURANT;230;231
607;325;3;2017-08-21;2017-08-14;3;0;7;3;2017-08-19;20;1;12;REST;RESTAURANT;230;231
607;325;2;2017-08-21;2017-08-14;2;0;7;3;2017-08-19;5;1;190;BARA;BAR-ALCOOL;230;231
607;325;3;2017-08-21;2017-08-14;3;0;7;3;2017-08-19;5;1;190;BARA;BAR-ALCOOL;230;231
607;325;2;2017-08-21;2017-08-14;2;0;7;3;2017-08-19;3;1;193;BARS;BAR-SOFT;230;231
607;325;3;2017-08-21;2017-08-14;3;0;7;3;2017-08-19;3;1;193;BARS;BAR-SOFT;230;231
673;;3;;;;;;3;2017-08-19;3;1;193;BARS;BAR-SOFT;230;231
663;537;4;2017-08-20;2017-08-19;2;2;1;4;2017-08-19;12;1;182;REST;RESTAURANT;230;231
663;537;4;2017-08-20;2017-08-19;2;2;1;4;2017-08-19;35;2;181;REST;RESTAURANT;230;231
663;537;4;2017-08-20;2017-08-19;2;2;1;4;2017-08-19;6;2;120;BARS;BAR-SOFT;230;231
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;11;1;221;REST;RESTAURANT;230;231
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;19;1;16;REST;RESTAURANT;230;231
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;7;1;20;REST;RESTAURANT;230;231
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;20;1;48;BARA;BAR-ALCOOL;230;231
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;3;1;193;BARS;BAR-SOFT;230;231
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;2;1;173;BARS;BAR-SOFT;230;231
627;486;2;2017-08-19;2017-08-16;2;0;3;3;2017-08-18;3;2;119;BARS;BAR-SOFT;229;230
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;8;1;2;REST;RESTAURANT;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;20;2;12;REST;RESTAURANT;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;7;1;20;REST;RESTAURANT;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;7;1;22;REST;RESTAURANT;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;2.5;1;174;BARS;BAR-SOFT;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;4;2;189;BARA;BAR-ALCOOL;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;3;1;119;BARS;BAR-SOFT;230;231
626;520;3;2017-08-20;2017-08-16;1;2;4;3;2017-08-19;2;1;173;BARS;BAR-SOFT;230;231
674;256;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;7;1;20;REST;RESTAURANT;230;231
674;256;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-19;12;1;217;BARA;BAR-ALCOOL;230;231
653;543;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;5;4;190;BARA;BAR-ALCOOL;229;230
630;531;2;2017-08-19;2017-08-16;2;0;3;3;2017-08-18;4;2;106;BARA;BAR-ALCOOL;229;230
656;;3;;;;;;3;2017-08-18;12;1;182;REST;RESTAURANT;229;230
656;;3;;;;;;3;2017-08-18;25;1;10;REST;RESTAURANT;229;230
656;;3;;;;;;3;2017-08-18;18;1;15;REST;RESTAURANT;229;230
656;;3;;;;;;3;2017-08-18;20;1;12;REST;RESTAURANT;229;230
656;;3;;;;;;3;2017-08-18;5;1;19;REST;RESTAURANT;229;230
656;;3;;;;;;3;2017-08-18;18;1;32;BARA;BAR-ALCOOL;229;230
657;;2;;;;;;3;2017-08-18;29;1;180;REST;RESTAURANT;229;230
657;;2;;;;;;3;2017-08-18;18;1;15;REST;RESTAURANT;229;230
676;;4;;;;;;3;2017-08-19;29;1;180;REST;RESTAURANT;230;231
676;;4;;;;;;3;2017-08-19;35;3;181;REST;RESTAURANT;230;231
676;;4;;;;;;3;2017-08-19;45;1;184;BARS;BAR-SOFT;230;231
662;485;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-20;2;2;173;BARS;BAR-SOFT;231;232
664;396;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-20;2;2;173;BARS;BAR-SOFT;231;232
675;560;2;2017-08-20;2017-08-19;2;0;1;3;2017-08-20;3.5;1;176;BARS;BAR-SOFT;231;232
678;;2;;;;;;3;2017-08-20;29;1;180;REST;RESTAURANT;231;232
678;;2;;;;;;3;2017-08-20;18;1;15;REST;RESTAURANT;231;232
678;;2;;;;;;3;2017-08-20;6;1;25;REST;RESTAURANT;231;232
678;;2;;;;;;3;2017-08-20;4;1;193;BARS;BAR-SOFT;231;232
679;;2;;;;;;3;2017-08-20;29;2;180;REST;RESTAURANT;231;232
679;;2;;;;;;3;2017-08-20;18;1;32;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;1;2017-08-20;12;1;182;REST;RESTAURANT;231;232
680;;6;;;;;;3;2017-08-20;12;1;182;REST;RESTAURANT;231;232
680;;6;;;;;;3;2017-08-20;12;1;182;REST;RESTAURANT;231;232
680;;6;;;;;;1;2017-08-20;29;5;180;REST;RESTAURANT;231;232
680;;6;;;;;;3;2017-08-20;29;5;180;REST;RESTAURANT;231;232
680;;6;;;;;;3;2017-08-20;29;5;180;REST;RESTAURANT;231;232
680;;6;;;;;;1;2017-08-20;17;1;217;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;3;2017-08-20;17;1;217;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;3;2017-08-20;17;1;217;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;1;2017-08-20;23;1;87;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;3;2017-08-20;23;1;87;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;3;2017-08-20;23;1;87;BARA;BAR-ALCOOL;231;232
680;;6;;;;;;1;2017-08-20;2;3;173;BARS;BAR-SOFT;231;232
680;;6;;;;;;3;2017-08-20;2;3;173;BARS;BAR-SOFT;231;232
680;;6;;;;;;3;2017-08-20;2;3;173;BARS;BAR-SOFT;231;232
681;;2;;;;;;1;2017-08-20;20;2;12;REST;RESTAURANT;231;232
681;;2;;;;;;1;2017-08-20;20;2;12;REST;RESTAURANT;231;232
681;;2;;;;;;1;2017-08-20;5.5;1;219;REST;RESTAURANT;231;232
681;;2;;;;;;1;2017-08-20;5.5;1;219;REST;RESTAURANT;231;232
681;;2;;;;;;1;2017-08-20;7;1;20;REST;RESTAURANT;231;232
681;;2;;;;;;1;2017-08-20;7;1;20;REST;RESTAURANT;231;232
681;;2;;;;;;1;2017-08-20;4;1;106;BARA;BAR-ALCOOL;231;232
681;;2;;;;;;1;2017-08-20;4;1;106;BARA;BAR-ALCOOL;231;232
681;;2;;;;;;1;2017-08-20;4;1;205;BARS;BAR-SOFT;231;232
681;;2;;;;;;1;2017-08-20;4;1;205;BARS;BAR-SOFT;231;232
681;;2;;;;;;1;2017-08-20;14;1;49;BARA;BAR-ALCOOL;231;232
681;;2;;;;;;1;2017-08-20;14;1;49;BARA;BAR-ALCOOL;231;232
681;;2;;;;;;1;2017-08-20;2;2;173;BARS;BAR-SOFT;231;232
681;;2;;;;;;1;2017-08-20;2;2;173;BARS;BAR-SOFT;231;232
682;;2;;;;;;3;2017-08-20;20;1;12;REST;RESTAURANT;231;232
682;;2;;;;;;3;2017-08-20;21;1;17;REST;RESTAURANT;231;232
682;;2;;;;;;3;2017-08-20;5;1;19;REST;RESTAURANT;231;232
682;;2;;;;;;3;2017-08-20;6;2;120;BARS;BAR-SOFT;231;232
682;;2;;;;;;3;2017-08-20;5;1;19;REST;RESTAURANT;231;232
683;;3;;;;;;3;2017-08-20;9;1;3;REST;RESTAURANT;231;232
683;;3;;;;;;3;2017-08-20;20;1;14;REST;RESTAURANT;231;232
683;;3;;;;;;3;2017-08-20;17;1;183;REST;RESTAURANT;231;232
683;;3;;;;;;3;2017-08-20;5;3;19;REST;RESTAURANT;231;232
683;;3;;;;;;3;2017-08-20;14;1;49;BARA;BAR-ALCOOL;231;232
683;;3;;;;;;3;2017-08-20;3;2;119;BARS;BAR-SOFT;231;232
683;;3;;;;;;3;2017-08-20;2;1;173;BARS;BAR-SOFT;231;232
684;;2;;;;;;3;2017-08-20;29;2;180;REST;RESTAURANT;231;232
684;;2;;;;;;3;2017-08-20;14;1;49;BARA;BAR-ALCOOL;231;232
684;;2;;;;;;3;2017-08-20;3;1;193;BARS;BAR-SOFT;231;232
684;;2;;;;;;3;2017-08-20;2;2;173;BARS;BAR-SOFT;231;232
685;;2;;;;;;3;2017-08-20;11;1;221;REST;RESTAURANT;231;232
685;;2;;;;;;3;2017-08-20;21;1;223;REST;RESTAURANT;231;232
685;;2;;;;;;3;2017-08-20;4;2;189;BARA;BAR-ALCOOL;231;232
685;;2;;;;;;3;2017-08-20;6;2;21;REST;RESTAURANT;231;232
686;;2;;;;;;3;2017-08-20;35;2;181;REST;RESTAURANT;231;232
686;;2;;;;;;3;2017-08-20;6;2;120;BARS;BAR-SOFT;231;232
686;;2;;;;;;3;2017-08-20;4;1;189;BARA;BAR-ALCOOL;231;232
657;;2;;;;;;3;2017-08-18;5;1;132;BARA;BAR-ALCOOL;229;230
657;;2;;;;;;3;2017-08-18;3;1;119;BARS;BAR-SOFT;229;230
657;;2;;;;;;3;2017-08-18;5;1;190;BARA;BAR-ALCOOL;229;230
594;409;3;2017-08-16;2017-08-13;3;0;3;3;2017-08-18;20;3;12;REST;RESTAURANT;229;230
594;409;3;2017-08-20;2017-08-16;3;0;4;3;2017-08-18;20;3;12;REST;RESTAURANT;229;230
594;409;3;2017-08-16;2017-08-13;3;0;3;3;2017-08-18;5;1;19;REST;RESTAURANT;229;230
594;409;3;2017-08-20;2017-08-16;3;0;4;3;2017-08-18;5;1;19;REST;RESTAURANT;229;230
594;409;3;2017-08-16;2017-08-13;3;0;3;3;2017-08-18;3;1;28;REST;RESTAURANT;229;230
594;409;3;2017-08-20;2017-08-16;3;0;4;3;2017-08-18;3;1;28;REST;RESTAURANT;229;230
594;409;3;2017-08-16;2017-08-13;3;0;3;3;2017-08-18;2;1;193;BARS;BAR-SOFT;229;230
594;409;3;2017-08-20;2017-08-16;3;0;4;3;2017-08-18;2;1;193;BARS;BAR-SOFT;229;230
594;409;3;2017-08-16;2017-08-13;3;0;3;3;2017-08-18;4;1;196;BARS;BAR-SOFT;229;230
594;409;3;2017-08-20;2017-08-16;3;0;4;3;2017-08-18;4;1;196;BARS;BAR-SOFT;229;230
627;486;2;2017-08-19;2017-08-16;2;0;3;3;2017-08-18;2;1;173;BARS;BAR-SOFT;229;230
627;486;2;2017-08-19;2017-08-16;2;0;3;3;2017-08-18;4;1;112;BARA;BAR-ALCOOL;229;230
653;543;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;18;1;15;REST;RESTAURANT;229;230
653;543;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;19;1;16;REST;RESTAURANT;229;230
653;543;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;6;4;123;BARA;BAR-ALCOOL;229;230
686;;2;;;;;;3;2017-08-20;2;2;173;BARS;BAR-SOFT;231;232
687;;5;;;;;;3;2017-08-20;2;2;193;BARS;BAR-SOFT;231;232
687;;5;;;;;;3;2017-08-20;1.5;2;202;BARS;BAR-SOFT;231;232
687;;5;;;;;;3;2017-08-20;3;1;119;BARS;BAR-SOFT;231;232
687;;5;;;;;;3;2017-08-20;4;4;219;REST;RESTAURANT;231;232
687;;5;;;;;;3;2017-08-20;2;1;28;REST;RESTAURANT;231;232
653;543;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;23;1;53;BARA;BAR-ALCOOL;229;230
653;543;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;3;1;193;BARS;BAR-SOFT;229;230
654;550;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;4;1;189;BARA;BAR-ALCOOL;229;230
654;550;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;6;1;125;BARA;BAR-ALCOOL;229;230
654;550;2;2017-08-19;2017-08-18;2;0;1;3;2017-08-18;4;1;205;BARS;BAR-SOFT;229;230
658;;4;;;;;;3;2017-08-18;15;2;183;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;12;1;182;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;20;1;12;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;18;1;15;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;18;2;187;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;21;1;17;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;6;1;21;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;5.5;1;219;REST;RESTAURANT;229;230
658;;4;;;;;;3;2017-08-18;0;1;206;VEMP;VTE-EMPORTER;229;230
658;;4;;;;;;3;2017-08-18;2;2;173;BARS;BAR-SOFT;229;230
658;;4;;;;;;3;2017-08-18;5;1;107;BARA;BAR-ALCOOL;229;230
658;;4;;;;;;3;2017-08-18;4;1;205;BARS;BAR-SOFT;229;230
658;;4;;;;;;3;2017-08-18;4;1;189;BARA;BAR-ALCOOL;229;230
658;;4;;;;;;3;2017-08-18;4;1;189;BARA;BAR-ALCOOL;229;230
658;;4;;;;;;3;2017-08-18;3;2;119;BARS;BAR-SOFT;229;230
658;;4;;;;;;3;2017-08-18;1.5;1;202;BARS;BAR-SOFT;229;230
658;;4;;;;;;3;2017-08-18;3;1;119;BARS;BAR-SOFT;229;230
689;534;2;2017-08-21;2017-08-20;2;0;1;3;2017-08-21;5;1;132;BARA;BAR-ALCOOL;232;233
704;;1;;;;;;3;2017-08-22;19;1;16;REST;RESTAURANT;233;234
704;;1;;;;;;3;2017-08-22;3.5;1;176;BARS;BAR-SOFT;233;234
705;554;2;2017-08-23;2017-08-22;2;0;1;3;2017-08-22;26;2;163;FORF;FORFAIT;233;234
705;554;2;2017-08-23;2017-08-22;2;0;1;7;2017-08-22;26;2;163;FORF;FORFAIT;233;234
707;563;2;2017-08-25;2017-08-22;2;0;3;3;2017-08-22;26;2;163;FORF;FORFAIT;233;234
707;563;2;2017-08-25;2017-08-22;2;0;3;1;2017-08-22;26;2;163;FORF;FORFAIT;233;234
707;563;2;2017-08-25;2017-08-22;2;0;3;3;2017-08-23;26;2;163;FORF;FORFAIT;234;235
707;563;2;2017-08-25;2017-08-22;2;0;3;1;2017-08-23;26;2;163;FORF;FORFAIT;234;235
707;563;2;2017-08-25;2017-08-22;2;0;3;3;2017-08-24;26;2;163;FORF;FORFAIT;235;236
707;563;2;2017-08-25;2017-08-22;2;0;3;1;2017-08-24;26;2;163;FORF;FORFAIT;235;236
714;;2;;;;;;3;2017-08-22;21;1;17;REST;RESTAURANT;233;234
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-24;21;1;163;FORF;FORFAIT;235;236
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-24;21;1;163;FORF;FORFAIT;235;236
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-25;21;1;163;FORF;FORFAIT;236;237
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-25;21;1;163;FORF;FORFAIT;236;237
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-26;21;1;163;FORF;FORFAIT;237;238
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-26;21;1;163;FORF;FORFAIT;237;238
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-27;21;1;163;FORF;FORFAIT;238;239
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-27;21;1;163;FORF;FORFAIT;238;239
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-29;21;1;163;FORF;FORFAIT;240;241
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-29;21;1;163;FORF;FORFAIT;240;241
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-30;21;1;163;FORF;FORFAIT;241;242
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-30;21;1;163;FORF;FORFAIT;241;242
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-08-31;21;1;163;FORF;FORFAIT;242;243
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-08-31;21;1;163;FORF;FORFAIT;242;243
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-01;21;1;163;FORF;FORFAIT;243;244
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-01;21;1;163;FORF;FORFAIT;243;244
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-02;21;1;163;FORF;FORFAIT;244;245
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-02;21;1;163;FORF;FORFAIT;244;245
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-03;21;1;163;FORF;FORFAIT;245;246
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-03;21;1;163;FORF;FORFAIT;245;246
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-05;21;1;163;FORF;FORFAIT;247;248
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-05;21;1;163;FORF;FORFAIT;247;248
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-06;21;1;163;FORF;FORFAIT;248;249
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-06;21;1;163;FORF;FORFAIT;248;249
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-07;21;1;163;FORF;FORFAIT;249;250
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-07;21;1;163;FORF;FORFAIT;249;250
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-08;21;1;163;FORF;FORFAIT;250;251
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-08;21;1;163;FORF;FORFAIT;250;251
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-09;21;1;163;FORF;FORFAIT;251;252
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-09;21;1;163;FORF;FORFAIT;251;252
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-10;21;1;163;FORF;FORFAIT;252;253
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-10;21;1;163;FORF;FORFAIT;252;253
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-12;21;1;163;FORF;FORFAIT;254;255
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-12;21;1;163;FORF;FORFAIT;254;255
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-13;21;1;163;FORF;FORFAIT;255;256
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-13;21;1;163;FORF;FORFAIT;255;256
692;558;2;2017-08-23;2017-08-20;2;0;3;3;2017-08-21;4;2;112;BARA;BAR-ALCOOL;232;233
714;;2;;;;;;3;2017-08-22;20;1;14;REST;RESTAURANT;233;234
714;;2;;;;;;3;2017-08-22;6;2;120;BARS;BAR-SOFT;233;234
714;;2;;;;;;3;2017-08-22;4;1;106;BARA;BAR-ALCOOL;233;234
715;;2;;;;;;1;2017-08-22;9;2;3;REST;RESTAURANT;233;234
715;;2;;;;;;1;2017-08-22;5.5;1;219;REST;RESTAURANT;233;234
715;;2;;;;;;1;2017-08-22;4;2;189;BARA;BAR-ALCOOL;233;234
705;554;2;2017-08-23;2017-08-22;2;0;1;3;2017-08-22;20;1;48;BARA;BAR-ALCOOL;233;234
705;554;2;2017-08-23;2017-08-22;2;0;1;7;2017-08-22;20;1;48;BARA;BAR-ALCOOL;233;234
707;563;2;2017-08-25;2017-08-22;2;0;3;3;2017-08-22;4;1;189;BARA;BAR-ALCOOL;233;234
707;563;2;2017-08-25;2017-08-22;2;0;3;1;2017-08-22;4;1;189;BARA;BAR-ALCOOL;233;234
688;538;2;2017-08-24;2017-08-20;2;0;4;3;2017-08-22;21;1;17;REST;RESTAURANT;233;234
751;;4;;;;;;1;2017-08-26;7;1;22;REST;RESTAURANT;237;238
751;;4;;;;;;1;2017-08-26;20;1;48;BARA;BAR-ALCOOL;237;238
751;;4;;;;;;1;2017-08-26;4;1;106;BARA;BAR-ALCOOL;237;238
751;;4;;;;;;1;2017-08-26;5;1;107;BARA;BAR-ALCOOL;237;238
751;;4;;;;;;1;2017-08-26;2;1;173;BARS;BAR-SOFT;237;238
753;595;3;2017-08-27;2017-08-26;2;1;1;3;2017-08-26;7;1;203;BARA;BAR-ALCOOL;237;238
753;595;3;2017-08-27;2017-08-26;2;1;1;3;2017-08-26;5.5;2;195;BARA;BAR-ALCOOL;237;238
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-14;21;1;163;FORF;FORFAIT;256;257
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-14;21;1;163;FORF;FORFAIT;256;257
732;107;1;2017-09-16;2017-08-31;1;0;16;3;2017-09-15;21;1;163;FORF;FORFAIT;257;258
732;107;1;2017-08-31;2017-08-24;1;0;7;3;2017-09-15;21;1;163;FORF;FORFAIT;257;258
688;538;2;2017-08-24;2017-08-20;2;0;4;3;2017-08-22;19;1;16;REST;RESTAURANT;233;234
688;538;2;2017-08-24;2017-08-20;2;0;4;3;2017-08-22;2;1;173;BARS;BAR-SOFT;233;234
688;538;2;2017-08-24;2017-08-20;2;0;4;3;2017-08-22;4;1;106;BARA;BAR-ALCOOL;233;234
696;553;2;2017-08-23;2017-08-21;2;0;2;7;2017-08-22;35;2;181;REST;RESTAURANT;233;234
696;553;2;2017-08-23;2017-08-21;2;0;2;1;2017-08-22;35;2;181;REST;RESTAURANT;233;234
696;553;2;2017-08-23;2017-08-21;2;0;2;7;2017-08-22;6;2;120;BARS;BAR-SOFT;233;234
696;553;2;2017-08-23;2017-08-21;2;0;2;1;2017-08-22;6;2;120;BARS;BAR-SOFT;233;234
696;553;2;2017-08-23;2017-08-21;2;0;2;7;2017-08-22;4;1;189;BARA;BAR-ALCOOL;233;234
696;553;2;2017-08-23;2017-08-21;2;0;2;1;2017-08-22;4;1;189;BARA;BAR-ALCOOL;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;25;3;14;REST;RESTAURANT;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;21;1;17;REST;RESTAURANT;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;3;2;28;REST;RESTAURANT;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;4;3;106;BARA;BAR-ALCOOL;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;4;1;189;BARA;BAR-ALCOOL;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;4;1;193;BARS;BAR-SOFT;233;234
693;412;2;2017-08-23;2017-08-21;2;0;2;3;2017-08-22;2;3;173;BARS;BAR-SOFT;233;234
712;578;2;2017-08-23;2017-08-22;2;0;1;3;2017-08-22;29;2;180;REST;RESTAURANT;233;234
712;578;2;2017-08-23;2017-08-22;2;0;1;3;2017-08-22;4;1;205;BARS;BAR-SOFT;233;234
