IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexDate;IndexMeteo
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2189;1775;;2018-09-28;2018-09-27;2;0;1;8;2018-09-27;14;1;46;BARA;BAR-ALCOOL;634;635;2
2189;1775;;2018-09-28;2018-09-27;2;0;1;3;2018-09-27;14;1;46;BARA;BAR-ALCOOL;634;635;2
2190;;5;;;;;;3;2018-09-27;19;3;16;REST;RESTAURANT;634;635;0
2190;;5;;;;;;3;2018-09-27;18;2;15;REST;RESTAURANT;634;635;0
2190;;5;;;;;;3;2018-09-27;8;3;27;REST;RESTAURANT;634;635;0
2190;;5;;;;;;3;2018-09-27;8;1;27;REST;RESTAURANT;634;635;0
2190;;5;;;;;;3;2018-09-27;2;1;173;BARS;BAR-SOFT;634;635;0
2190;;5;;;;;;3;2018-09-27;25;1;62;BARA;BAR-ALCOOL;634;635;0
2191;;1;;;;;;2;2018-09-28;20;1;45;BARA;BAR-ALCOOL;635;636;0
2191;;1;;;;;;2;2018-09-28;22;1;38;BARA;BAR-ALCOOL;635;636;0
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;2;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;2;163;FORF;FORFAIT;615;616;2
2187;1721;;2018-10-01;2018-09-27;2;0;4;3;2018-09-28;9;1;3;REST;RESTAURANT;635;636;2
2187;1721;;2018-10-01;2018-09-27;2;0;4;1;2018-09-28;9;1;3;REST;RESTAURANT;635;636;2
2187;1721;;2018-10-01;2018-09-27;2;0;4;3;2018-09-28;11;1;221;REST;RESTAURANT;635;636;2
2187;1721;;2018-10-01;2018-09-27;2;0;4;1;2018-09-28;11;1;221;REST;RESTAURANT;635;636;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;1;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-07;26;1;163;FORF;FORFAIT;614;615;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-08;26;1;163;FORF;FORFAIT;615;616;2
2187;1721;;2018-10-01;2018-09-27;2;0;4;3;2018-09-28;18;1;32;BARA;BAR-ALCOOL;635;636;2
2187;1721;;2018-10-01;2018-09-27;2;0;4;1;2018-09-28;18;1;32;BARA;BAR-ALCOOL;635;636;2
2193;1774;;2018-09-29;2018-09-28;2;0;1;3;2018-09-28;18;1;15;REST;RESTAURANT;635;636;2
2193;1774;;2018-09-29;2018-09-28;2;0;1;3;2018-09-28;11;1;221;REST;RESTAURANT;635;636;2
2193;1774;;2018-09-29;2018-09-28;2;0;1;3;2018-09-28;4;1;189;BARA;BAR-ALCOOL;635;636;2
2193;1774;;2018-09-29;2018-09-28;2;0;1;3;2018-09-28;4;1;119;BARS;BAR-SOFT;635;636;2
2193;1774;;2018-09-29;2018-09-28;2;0;1;3;2018-09-28;15;1;61;BARA;BAR-ALCOOL;635;636;2
2196;;2;;;;;;1;2018-09-28;18;1;15;REST;RESTAURANT;635;636;0
2196;;2;;;;;;1;2018-09-28;21;1;223;REST;RESTAURANT;635;636;0
2196;;2;;;;;;1;2018-09-28;6;1;25;REST;RESTAURANT;635;636;0
2196;;2;;;;;;1;2018-09-28;8;1;27;REST;RESTAURANT;635;636;0
2196;;2;;;;;;1;2018-09-28;6;1;128;BARA;BAR-ALCOOL;635;636;0
2196;;2;;;;;;1;2018-09-28;4;1;105;BARA;BAR-ALCOOL;635;636;0
2196;;2;;;;;;1;2018-09-28;4;2;189;BARA;BAR-ALCOOL;635;636;0
2196;;2;;;;;;1;2018-09-28;2;2;173;BARS;BAR-SOFT;635;636;0
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;2;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;2
2082;995;;2018-09-09;2018-09-06;1;0;3;2;2018-09-06;26;2;163;FORF;FORFAIT;613;614;1
