IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexDate;IndexMeteo
717;;2;;;;;;3;2017-08-23;5;1;190;BARA;BAR-ALCOOL;234;235;0
732;107;;2017-09-16;2017-08-31;1;0;16;3;2017-08-25;4;1;189;BARA;BAR-ALCOOL;236;237;1
732;107;;2017-08-31;2017-08-24;1;0;7;3;2017-08-25;4;1;189;BARA;BAR-ALCOOL;236;237;1
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-25;10;1;4;REST;RESTAURANT;236;237;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-25;3;1;193;BARS;BAR-SOFT;236;237;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-25;5;2;190;BARA;BAR-ALCOOL;236;237;2
713;574;;2017-08-26;2017-08-22;2;0;4;3;2017-08-25;25;1;14;REST;RESTAURANT;236;237;2
713;574;;2017-08-26;2017-08-22;2;0;4;3;2017-08-25;21;1;223;REST;RESTAURANT;236;237;2
713;574;;2017-08-26;2017-08-22;2;0;4;3;2017-08-25;4;1;205;BARS;BAR-SOFT;236;237;2
713;574;;2017-08-26;2017-08-22;2;0;4;3;2017-08-25;5;1;190;BARA;BAR-ALCOOL;236;237;2
763;;3;;;;;;3;2017-08-26;20;1;14;REST;RESTAURANT;237;238;0
763;;3;;;;;;7;2017-08-26;20;1;14;REST;RESTAURANT;237;238;0
763;;3;;;;;;3;2017-08-26;4;1;205;BARS;BAR-SOFT;237;238;0
763;;3;;;;;;7;2017-08-26;4;1;205;BARS;BAR-SOFT;237;238;0
763;;3;;;;;;3;2017-08-26;6;1;120;BARS;BAR-SOFT;237;238;0
763;;3;;;;;;7;2017-08-26;6;1;120;BARS;BAR-SOFT;237;238;0
763;;3;;;;;;3;2017-08-26;4;1;189;BARA;BAR-ALCOOL;237;238;0
763;;3;;;;;;7;2017-08-26;4;1;189;BARA;BAR-ALCOOL;237;238;0
764;;2;;;;;;1;2017-08-26;35;2;181;REST;RESTAURANT;237;238;0
764;;2;;;;;;1;2017-08-26;6;1;120;BARS;BAR-SOFT;237;238;0
764;;2;;;;;;1;2017-08-26;7;1;224;BARA;BAR-ALCOOL;237;238;0
764;;2;;;;;;1;2017-08-26;21;1;83;BARA;BAR-ALCOOL;237;238;0
765;;2;;;;;;3;2017-08-26;10;1;4;REST;RESTAURANT;237;238;0
765;;2;;;;;;3;2017-08-26;24;1;14;REST;RESTAURANT;237;238;0
765;;2;;;;;;3;2017-08-26;21;1;223;REST;RESTAURANT;237;238;0
765;;2;;;;;;3;2017-08-26;4;2;189;BARA;BAR-ALCOOL;237;238;0
765;;2;;;;;;3;2017-08-26;4;1;193;BARS;BAR-SOFT;237;238;0
766;;2;;;;;;3;2017-08-26;19;2;16;REST;RESTAURANT;237;238;0
766;;2;;;;;;3;2017-08-26;4;1;189;BARA;BAR-ALCOOL;237;238;0
766;;2;;;;;;3;2017-08-26;7;1;189;BARA;BAR-ALCOOL;237;238;0
763;;3;;;;;;3;2017-08-26;2;2;173;BARS;BAR-SOFT;237;238;0
763;;3;;;;;;7;2017-08-26;2;2;173;BARS;BAR-SOFT;237;238;0
765;;2;;;;;;3;2017-08-26;9;1;26;REST;RESTAURANT;237;238;0
763;;3;;;;;;3;2017-08-26;7;1;22;REST;RESTAURANT;237;238;0
763;;3;;;;;;7;2017-08-26;7;1;22;REST;RESTAURANT;237;238;0
761;;2;;;;;;3;2017-08-26;75;1;58;BARA;BAR-ALCOOL;237;238;0
721;467;;2017-08-24;2017-08-23;2;0;1;5;2017-08-23;0;2;163;FORF;FORFAIT;234;235;2
721;467;;2017-08-24;2017-08-23;2;0;1;1;2017-08-23;0;2;163;FORF;FORFAIT;234;235;2
748;;2;;;;;;1;2017-08-26;19;1;16;REST;RESTAURANT;237;238;0
748;;2;;;;;;1;2017-08-26;21;1;223;REST;RESTAURANT;237;238;0
748;;2;;;;;;1;2017-08-26;2;1;173;BARS;BAR-SOFT;237;238;0
748;;2;;;;;;1;2017-08-26;14;1;46;BARA;BAR-ALCOOL;237;238;0
749;;4;;;;;;3;2017-08-26;29;4;180;REST;RESTAURANT;237;238;0
749;;4;;;;;;3;2017-08-26;4;1;189;BARA;BAR-ALCOOL;237;238;0
749;;4;;;;;;3;2017-08-26;31;1;32;BARA;BAR-ALCOOL;237;238;0
749;;4;;;;;;3;2017-08-26;4;1;98;BARS;BAR-SOFT;237;238;0
749;;4;;;;;;3;2017-08-26;4;2;105;BARA;BAR-ALCOOL;237;238;0
749;;4;;;;;;3;2017-08-26;3;1;119;BARS;BAR-SOFT;237;238;0
751;;4;;;;;;1;2017-08-26;15;2;6;REST;RESTAURANT;237;238;0
751;;4;;;;;;1;2017-08-26;16;1;9;REST;RESTAURANT;237;238;0
751;;4;;;;;;1;2017-08-26;19;1;16;REST;RESTAURANT;237;238;0
751;;4;;;;;;1;2017-08-26;9;1;26;REST;RESTAURANT;237;238;0
751;;4;;;;;;1;2017-08-26;3;1;28;REST;RESTAURANT;237;238;0
751;;4;;;;;;1;2017-08-26;3;1;28;REST;RESTAURANT;237;238;0
436;93;;2017-08-24;2017-08-03;2;0;21;2;2017-08-23;4;1;189;BARA;BAR-ALCOOL;234;235;2
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;15;1;222;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;15;1;222;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;9;1;3;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;9;1;3;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;8;1;2;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;8;1;2;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;3;2;28;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;3;2;28;REST;RESTAURANT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;4;1;205;BARS;BAR-SOFT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;4;1;205;BARS;BAR-SOFT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;3;1;119;BARS;BAR-SOFT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;3;1;119;BARS;BAR-SOFT;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;7;2017-08-23;4;2;189;BARA;BAR-ALCOOL;234;235;3
724;307;;2017-08-24;2017-08-23;3;0;1;1;2017-08-23;4;2;189;BARA;BAR-ALCOOL;234;235;3
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-23;10;2;4;REST;RESTAURANT;234;235;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-23;15;1;222;REST;RESTAURANT;234;235;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-23;4;2;193;BARS;BAR-SOFT;234;235;2
727;590;;2017-08-24;2017-08-23;2;0;1;3;2017-08-24;29;2;180;REST;RESTAURANT;235;236;2
727;590;;2017-08-24;2017-08-23;2;0;1;7;2017-08-24;29;2;180;REST;RESTAURANT;235;236;2
727;590;;2017-08-24;2017-08-23;2;0;1;3;2017-08-24;6;2;128;BARA;BAR-ALCOOL;235;236;2
727;590;;2017-08-24;2017-08-23;2;0;1;7;2017-08-24;6;2;128;BARA;BAR-ALCOOL;235;236;2
727;590;;2017-08-24;2017-08-23;2;0;1;3;2017-08-24;23;1;87;BARA;BAR-ALCOOL;235;236;2
727;590;;2017-08-24;2017-08-23;2;0;1;7;2017-08-24;23;1;87;BARA;BAR-ALCOOL;235;236;2
707;563;;2017-08-25;2017-08-22;2;0;3;3;2017-08-24;4;1;32;BARA;BAR-ALCOOL;235;236;2
707;563;;2017-08-25;2017-08-22;2;0;3;1;2017-08-24;4;1;32;BARA;BAR-ALCOOL;235;236;2
726;583;;2017-08-25;2017-08-23;2;0;2;3;2017-08-24;15;2;222;REST;RESTAURANT;235;236;2
726;583;;2017-08-25;2017-08-23;2;0;2;3;2017-08-24;4;2;189;BARA;BAR-ALCOOL;235;236;2
726;583;;2017-08-25;2017-08-23;2;0;2;3;2017-08-24;4;1;112;BARA;BAR-ALCOOL;235;236;2
766;;2;;;;;;3;2017-08-26;2;1;173;BARS;BAR-SOFT;237;238;0
762;;3;;;;;;3;2017-08-26;7;1;2;REST;RESTAURANT;237;238;0
762;;3;;;;;;3;2017-08-26;7;1;22;REST;RESTAURANT;237;238;0
762;;3;;;;;;3;2017-08-26;2;1;173;BARS;BAR-SOFT;237;238;0
746;605;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;19;1;16;REST;RESTAURANT;237;238;2
746;605;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;21;1;17;REST;RESTAURANT;237;238;2
746;605;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;5,5;1;219;REST;RESTAURANT;237;238;2
746;605;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;4;2;189;BARA;BAR-ALCOOL;237;238;2
746;605;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;2;1;206;VEMP;VTE-EMPORTER;237;238;2
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;12;1;182;REST;RESTAURANT;237;238;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;20;1;12;REST;RESTAURANT;237;238;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;18;1;15;REST;RESTAURANT;237;238;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;7;1;22;REST;RESTAURANT;237;238;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;2;1;173;BARS;BAR-SOFT;237;238;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;3;1;119;BARS;BAR-SOFT;237;238;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-26;4;1;189;BARA;BAR-ALCOOL;237;238;3
758;551;;2017-08-27;2017-08-26;2;1;1;3;2017-08-26;5;1;107;BARA;BAR-ALCOOL;237;238;3
758;551;;2017-08-27;2017-08-26;2;1;1;3;2017-08-26;4;1;193;BARS;BAR-SOFT;237;238;3
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-26;20;2;12;REST;RESTAURANT;237;238;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-26;4;2;189;BARA;BAR-ALCOOL;237;238;2
756;585;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;29;2;180;REST;RESTAURANT;237;238;2
756;585;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;8;1;101;BARA;BAR-ALCOOL;237;238;2
756;585;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;3;1;119;BARS;BAR-SOFT;237;238;2
756;585;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;14;1;46;BARA;BAR-ALCOOL;237;238;2
757;290;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;29;2;180;REST;RESTAURANT;237;238;2
757;290;;2017-08-27;2017-08-26;2;0;1;3;2017-08-26;20;1;48;BARA;BAR-ALCOOL;237;238;2
753;595;;2017-08-27;2017-08-26;2;1;1;3;2017-08-27;8;1;182;REST;RESTAURANT;238;239;3
753;595;;2017-08-27;2017-08-26;2;1;1;3;2017-08-27;18;1;15;REST;RESTAURANT;238;239;3
753;595;;2017-08-27;2017-08-26;2;1;1;3;2017-08-27;21;1;17;REST;RESTAURANT;238;239;3
753;595;;2017-08-27;2017-08-26;2;1;1;3;2017-08-27;29;1;74;BARA;BAR-ALCOOL;238;239;3
753;595;;2017-08-27;2017-08-26;2;1;1;3;2017-08-27;6;2;122;BARA;BAR-ALCOOL;238;239;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-28;3;1;28;REST;RESTAURANT;239;240;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-28;5,5;2;219;REST;RESTAURANT;239;240;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-28;3;1;119;BARS;BAR-SOFT;239;240;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-28;4,5;1;195;BARA;BAR-ALCOOL;239;240;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-28;4;1;189;BARA;BAR-ALCOOL;239;240;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-28;2;2;173;BARS;BAR-SOFT;239;240;3
770;;2;;;;;;1;2017-08-27;19;2;16;REST;RESTAURANT;238;239;0
770;;2;;;;;;1;2017-08-27;20;1;48;BARA;BAR-ALCOOL;238;239;0
771;;2;;;;;;3;2017-08-27;35;2;181;REST;RESTAURANT;238;239;0
771;;2;;;;;;3;2017-08-27;3;2;119;BARS;BAR-SOFT;238;239;0
772;;2;;;;;;3;2017-08-27;29;2;180;REST;RESTAURANT;238;239;0
772;;2;;;;;;3;2017-08-27;14;1;39;BARA;BAR-ALCOOL;238;239;0
773;;4;;;;;;3;2017-08-27;29;1;180;REST;RESTAURANT;238;239;0
773;;4;;;;;;3;2017-08-27;35;2;181;REST;RESTAURANT;238;239;0
773;;4;;;;;;3;2017-08-27;15;1;6;REST;RESTAURANT;238;239;0
747;484;;2017-08-28;2017-08-26;2;1;2;3;2017-08-28;4,5;1;195;BARA;BAR-ALCOOL;239;240;3
747;484;;2017-08-28;2017-08-26;2;1;2;3;2017-08-28;5,5;2;195;BARA;BAR-ALCOOL;239;240;3
773;;4;;;;;;3;2017-08-27;15;1;222;REST;RESTAURANT;238;239;0
773;;4;;;;;;3;2017-08-27;4;3;205;BARS;BAR-SOFT;238;239;0
773;;4;;;;;;3;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;0
773;;4;;;;;;3;2017-08-27;3;1;119;BARS;BAR-SOFT;238;239;0
774;;7;;;;;;3;2017-08-27;12;3;182;REST;RESTAURANT;238;239;0
774;;7;;;;;;3;2017-08-27;35;4;181;REST;RESTAURANT;238;239;0
774;;7;;;;;;3;2017-08-27;35;1;72;BARA;BAR-ALCOOL;238;239;0
774;;7;;;;;;3;2017-08-27;4;1;112;BARA;BAR-ALCOOL;238;239;0
774;;7;;;;;;3;2017-08-27;6;2;109;BARA;BAR-ALCOOL;238;239;0
774;;7;;;;;;3;2017-08-27;4;1;105;BARA;BAR-ALCOOL;238;239;0
774;;7;;;;;;3;2017-08-27;4;1;193;BARS;BAR-SOFT;238;239;0
774;;7;;;;;;3;2017-08-27;31;1;187;REST;RESTAURANT;238;239;0
774;;7;;;;;;3;2017-08-27;3;1;119;BARS;BAR-SOFT;238;239;0
775;;5;;;;;;1;2017-08-27;29;2;180;REST;RESTAURANT;238;239;0
775;;5;;;;;;1;2017-08-27;12;2;182;REST;RESTAURANT;238;239;0
775;;5;;;;;;1;2017-08-27;14;1;49;BARA;BAR-ALCOOL;238;239;0
775;;5;;;;;;1;2017-08-27;4;2;105;BARA;BAR-ALCOOL;238;239;0
776;;2;;;;;;3;2017-08-27;35;1;181;REST;RESTAURANT;238;239;0
776;;2;;;;;;3;2017-08-27;20;1;12;REST;RESTAURANT;238;239;0
776;;2;;;;;;3;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;0
776;;2;;;;;;3;2017-08-27;5;1;107;BARA;BAR-ALCOOL;238;239;0
777;;4;;;;;;7;2017-08-27;20;4;14;REST;RESTAURANT;238;239;0
777;;4;;;;;;1;2017-08-27;20;4;14;REST;RESTAURANT;238;239;0
777;;4;;;;;;7;2017-08-27;4;4;105;BARA;BAR-ALCOOL;238;239;0
777;;4;;;;;;1;2017-08-27;4;4;105;BARA;BAR-ALCOOL;238;239;0
777;;4;;;;;;7;2017-08-27;23;1;187;REST;RESTAURANT;238;239;0
777;;4;;;;;;1;2017-08-27;23;1;187;REST;RESTAURANT;238;239;0
778;;2;;;;;;1;2017-08-27;19;1;16;REST;RESTAURANT;238;239;0
778;;2;;;;;;1;2017-08-27;18;1;15;REST;RESTAURANT;238;239;0
778;;2;;;;;;1;2017-08-27;7;2;224;BARA;BAR-ALCOOL;238;239;0
778;;2;;;;;;1;2017-08-27;6;2;120;BARS;BAR-SOFT;238;239;0
779;;3;;;;;;3;2017-08-27;20;1;12;REST;RESTAURANT;238;239;0
779;;3;;;;;;8;2017-08-27;20;1;12;REST;RESTAURANT;238;239;0
779;;3;;;;;;1;2017-08-27;20;1;12;REST;RESTAURANT;238;239;0
779;;3;;;;;;3;2017-08-27;18;2;15;REST;RESTAURANT;238;239;0
779;;3;;;;;;8;2017-08-27;18;2;15;REST;RESTAURANT;238;239;0
779;;3;;;;;;1;2017-08-27;18;2;15;REST;RESTAURANT;238;239;0
779;;3;;;;;;3;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;0
779;;3;;;;;;8;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;0
779;;3;;;;;;1;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;0
779;;3;;;;;;3;2017-08-27;6;1;120;BARS;BAR-SOFT;238;239;0
779;;3;;;;;;8;2017-08-27;6;1;120;BARS;BAR-SOFT;238;239;0
779;;3;;;;;;1;2017-08-27;6;1;120;BARS;BAR-SOFT;238;239;0
779;;3;;;;;;3;2017-08-27;6;2;120;BARS;BAR-SOFT;238;239;0
779;;3;;;;;;8;2017-08-27;6;2;120;BARS;BAR-SOFT;238;239;0
779;;3;;;;;;1;2017-08-27;6;2;120;BARS;BAR-SOFT;238;239;0
773;;4;;;;;;3;2017-08-27;8;1;18;REST;RESTAURANT;238;239;0
771;;2;;;;;;3;2017-08-27;2;1;173;BARS;BAR-SOFT;238;239;0
770;;2;;;;;;1;2017-08-27;2;1;173;BARS;BAR-SOFT;238;239;0
770;;2;;;;;;1;2017-08-27;8;1;18;REST;RESTAURANT;238;239;0
770;;2;;;;;;1;2017-08-27;7;1;22;REST;RESTAURANT;238;239;0
772;;2;;;;;;3;2017-08-27;2,5;1;175;BARS;BAR-SOFT;238;239;0
777;;4;;;;;;7;2017-08-27;2;1;173;BARS;BAR-SOFT;238;239;0
777;;4;;;;;;1;2017-08-27;2;1;173;BARS;BAR-SOFT;238;239;0
777;;4;;;;;;7;2017-08-27;7;3;22;REST;RESTAURANT;238;239;0
777;;4;;;;;;1;2017-08-27;7;3;22;REST;RESTAURANT;238;239;0
773;;4;;;;;;3;2017-08-27;2;1;173;BARS;BAR-SOFT;238;239;0
778;;2;;;;;;1;2017-08-27;8;1;24;REST;RESTAURANT;238;239;0
778;;2;;;;;;1;2017-08-27;6;1;25;REST;RESTAURANT;238;239;0
775;;5;;;;;;1;2017-08-27;11;1;221;REST;RESTAURANT;238;239;0
775;;5;;;;;;1;2017-08-27;6;1;25;REST;RESTAURANT;238;239;0
779;;3;;;;;;3;2017-08-27;7;3;22;REST;RESTAURANT;238;239;0
779;;3;;;;;;8;2017-08-27;7;3;22;REST;RESTAURANT;238;239;0
779;;3;;;;;;1;2017-08-27;7;3;22;REST;RESTAURANT;238;239;0
776;;2;;;;;;3;2017-08-27;6;1;21;REST;RESTAURANT;238;239;0
774;;7;;;;;;3;2017-08-27;2;3;173;BARS;BAR-SOFT;238;239;0
775;;5;;;;;;1;2017-08-27;2;1;173;BARS;BAR-SOFT;238;239;0
778;;2;;;;;;1;2017-08-27;2;2;173;BARS;BAR-SOFT;238;239;0
777;;4;;;;;;7;2017-08-27;2;2;173;BARS;BAR-SOFT;238;239;0
777;;4;;;;;;1;2017-08-27;2;2;173;BARS;BAR-SOFT;238;239;0
794;621;;2017-08-30;2017-08-29;1;0;1;3;2017-08-29;26;1;163;FORF;FORFAIT;240;241;1
798;622;;2017-08-30;2017-08-29;2;0;1;3;2017-08-29;3;2;119;BARS;BAR-SOFT;240;241;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-27;19;2;16;REST;RESTAURANT;238;239;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-27;4;2;189;BARA;BAR-ALCOOL;238;239;2
716;555;;2017-08-28;2017-08-23;2;0;5;3;2017-08-27;4;2;205;BARS;BAR-SOFT;238;239;2
732;107;;2017-09-16;2017-08-31;1;0;16;3;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;1
732;107;;2017-08-31;2017-08-24;1;0;7;3;2017-08-27;4;1;189;BARA;BAR-ALCOOL;238;239;1
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-27;9;1;3;REST;RESTAURANT;238;239;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-27;10;1;4;REST;RESTAURANT;238;239;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-27;8;1;18;REST;RESTAURANT;238;239;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-27;2;2;173;BARS;BAR-SOFT;238;239;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-27;4;1;193;BARS;BAR-SOFT;238;239;3
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-27;4;2;106;BARA;BAR-ALCOOL;238;239;2
790;;4;;;;;;3;2017-08-29;35;4;181;REST;RESTAURANT;240;241;0
790;;4;;;;;;3;2017-08-29;35;4;181;REST;RESTAURANT;240;241;0
790;;4;;;;;;1;2017-08-29;35;4;181;REST;RESTAURANT;240;241;0
790;;4;;;;;;3;2017-08-29;2;4;173;BARS;BAR-SOFT;240;241;0
790;;4;;;;;;3;2017-08-29;2;4;173;BARS;BAR-SOFT;240;241;0
790;;4;;;;;;1;2017-08-29;2;4;173;BARS;BAR-SOFT;240;241;0
790;;4;;;;;;3;2017-08-29;17;1;217;BARA;BAR-ALCOOL;240;241;0
790;;4;;;;;;3;2017-08-29;17;1;217;BARA;BAR-ALCOOL;240;241;0
790;;4;;;;;;1;2017-08-29;17;1;217;BARA;BAR-ALCOOL;240;241;0
790;;4;;;;;;3;2017-08-29;4;2;105;BARA;BAR-ALCOOL;240;241;0
790;;4;;;;;;3;2017-08-29;4;2;105;BARA;BAR-ALCOOL;240;241;0
790;;4;;;;;;1;2017-08-29;4;2;105;BARA;BAR-ALCOOL;240;241;0
791;;3;;;;;;3;2017-08-29;21;2;17;REST;RESTAURANT;240;241;0
791;;3;;;;;;3;2017-08-29;18;1;15;REST;RESTAURANT;240;241;0
791;;3;;;;;;3;2017-08-29;9;1;3;REST;RESTAURANT;240;241;0
791;;3;;;;;;3;2017-08-29;5,5;1;219;REST;RESTAURANT;240;241;0
791;;3;;;;;;3;2017-08-29;3;1;28;REST;RESTAURANT;240;241;0
791;;3;;;;;;3;2017-08-29;8;1;18;REST;RESTAURANT;240;241;0
791;;3;;;;;;3;2017-08-29;39;1;82;BARA;BAR-ALCOOL;240;241;0
791;;3;;;;;;3;2017-08-29;4;3;189;BARA;BAR-ALCOOL;240;241;0
791;;3;;;;;;3;2017-08-29;2;1;173;BARS;BAR-SOFT;240;241;0
792;;2;;;;;;3;2017-08-29;8;1;2;REST;RESTAURANT;240;241;0
792;;2;;;;;;3;2017-08-29;18;2;15;REST;RESTAURANT;240;241;0
792;;2;;;;;;3;2017-08-29;4;2;112;BARA;BAR-ALCOOL;240;241;0
790;;4;;;;;;3;2017-08-29;2;1;173;BARS;BAR-SOFT;240;241;0
790;;4;;;;;;3;2017-08-29;2;1;173;BARS;BAR-SOFT;240;241;0
790;;4;;;;;;1;2017-08-29;2;1;173;BARS;BAR-SOFT;240;241;0
793;;2;;;;;;3;2017-08-29;18;2;15;REST;RESTAURANT;240;241;0
793;;2;;;;;;3;2017-08-29;18;2;15;REST;RESTAURANT;240;241;0
793;;2;;;;;;3;2017-08-29;6;2;25;REST;RESTAURANT;240;241;0
793;;2;;;;;;3;2017-08-29;6;2;25;REST;RESTAURANT;240;241;0
793;;2;;;;;;3;2017-08-29;2;1;173;BARS;BAR-SOFT;240;241;0
793;;2;;;;;;3;2017-08-29;2;1;173;BARS;BAR-SOFT;240;241;0
792;;2;;;;;;3;2017-08-29;2;2;173;BARS;BAR-SOFT;240;241;0
809;636;;;;;;;1;2017-08-31;15;1;6;REST;RESTAURANT;242;243;0
809;636;;;;;;;1;2017-08-31;9;1;2;REST;RESTAURANT;242;243;0
809;636;;;;;;;1;2017-08-31;21;1;223;REST;RESTAURANT;242;243;0
809;636;;;;;;;1;2017-08-31;14;1;49;BARA;BAR-ALCOOL;242;243;0
809;636;;;;;;;1;2017-08-31;4;1;116;BARA;BAR-ALCOOL;242;243;0
809;636;;;;;;;1;2017-08-31;4;1;112;BARA;BAR-ALCOOL;242;243;0
809;636;;;;;;;1;2017-08-31;8;1;18;REST;RESTAURANT;242;243;0
809;636;;;;;;;1;2017-08-31;5;1;19;REST;RESTAURANT;242;243;0
809;636;;;;;;;1;2017-08-31;2;2;173;BARS;BAR-SOFT;242;243;0
809;636;;;;;;;1;2017-08-31;6;1;140;BARA;BAR-ALCOOL;242;243;0
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-31;15;1;6;REST;RESTAURANT;242;243;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-31;10;1;4;REST;RESTAURANT;242;243;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-31;17;1;187;REST;RESTAURANT;242;243;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-31;3;1;119;BARS;BAR-SOFT;242;243;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-31;4;2;106;BARA;BAR-ALCOOL;242;243;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;20;1;12;REST;RESTAURANT;240;241;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;21;1;17;REST;RESTAURANT;240;241;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;8;1;18;REST;RESTAURANT;240;241;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;6;1;25;REST;RESTAURANT;240;241;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;3;1;119;BARS;BAR-SOFT;240;241;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;4;1;106;BARA;BAR-ALCOOL;240;241;2
780;522;;2017-09-03;2017-08-27;2;0;7;3;2017-08-29;20;1;45;BARA;BAR-ALCOOL;240;241;2
784;527;;2017-08-31;2017-08-28;2;0;3;3;2017-08-29;0;1;6;REST;RESTAURANT;240;241;2
784;527;;2017-08-31;2017-08-28;2;0;3;3;2017-08-29;0;1;4;REST;RESTAURANT;240;241;2
784;527;;2017-08-31;2017-08-28;2;0;3;3;2017-08-29;0;1;120;BARS;BAR-SOFT;240;241;2
784;527;;2017-08-31;2017-08-28;2;0;3;3;2017-08-29;0;1;205;BARS;BAR-SOFT;240;241;2
794;621;;2017-08-30;2017-08-29;1;0;1;3;2017-08-29;4;1;189;BARA;BAR-ALCOOL;240;241;1
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-29;15;2;222;REST;RESTAURANT;240;241;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-29;10;1;4;REST;RESTAURANT;240;241;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-29;5,5;2;219;REST;RESTAURANT;240;241;3
750;438;;2017-08-30;2017-08-26;3;0;4;3;2017-08-29;2;2;173;BARS;BAR-SOFT;240;241;3
