IndexDate;Annee;Mois;Jour;Date;Semaine;VacancesScolaires
704;2018;12;06;2018-12-06;48;false
705;2018;12;07;2018-12-07;48;false
706;2018;12;08;2018-12-08;48;false
707;2018;12;09;2018-12-09;49;false
708;2018;12;10;2018-12-10;49;false
709;2018;12;11;2018-12-11;49;false
710;2018;12;12;2018-12-12;49;false
711;2018;12;13;2018-12-13;49;false
712;2018;12;14;2018-12-14;49;false
713;2018;12;15;2018-12-15;49;false
714;2018;12;16;2018-12-16;50;false
715;2018;12;17;2018-12-17;50;false
716;2018;12;18;2018-12-18;50;false
717;2018;12;19;2018-12-19;50;false
718;2018;12;20;2018-12-20;50;false
719;2018;12;21;2018-12-21;50;false
720;2018;12;22;2018-12-22;50;true
721;2018;12;23;2018-12-23;51;true
722;2018;12;24;2018-12-24;51;true
723;2018;12;25;2018-12-25;51;true
724;2018;12;26;2018-12-26;51;true
725;2018;12;27;2018-12-27;51;true
726;2018;12;28;2018-12-28;51;true
727;2018;12;29;2018-12-29;51;true
728;2018;12;30;2018-12-30;52;true
729;2018;12;31;2018-12-31;52;true
