DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2018-11-26,7,5,5,3,7,6,0.9,85,7.125,1010,80.625,7,5,5,119,122,266,météo très défavorable
2018-11-27,6,4,6,2,6,3,4.8,92,6.5,1022,75.125,6,4,4,296,263,353,météo très défavorable
2018-11-28,10,4,3,-2,10,8,0,73,9.625,1025,29.125,10,3,3,116,116,116,météo très défavorable
2018-11-29,13,7,4,2,13,10,0,66,10,1025,28,13,5,7,116,116,116,météo correcte
2018-11-30,9,6,4,4,9,6,4.2,80,14.125,1021,85.375,9,5,6,119,266,296,météo défavorable
2018-12-01,10,6,2,5,9,7,0.1,88,10,1021,56.25,10,6,6,119,116,116,météo défavorable
2018-12-02,10,7,6,6,9,7,53.4,96,6.5,1019,94.5,10,9,6,296,308,302,météo très défavorable
2018-12-03,14,11,8,11,13,12,36.1,94,7.125,1017,92,14,12,11,302,296,386,météo très défavorable
2018-12-04,13,10,3,8,13,10,22.3,92,8,1025,66.375,13,9,10,356,176,176,météo très défavorable
2018-12-05,13,6,4,2,13,11,0,74,10,1026,42.5,13,7,6,116,116,116,météo correcte
2018-12-06,11,8,3,5,10,9,37.4,96,7.75,1027,75.875,11,10,8,302,308,116,météo très défavorable
2018-12-07,13,8,5,5,12,11,5.5,87,8.375,1027,51.25,13,11,8,116,116,116,météo correcte
2018-12-08,7,5,7,5,7,4,13.6,88,7.625,1024,81.5,8,6,4,176,296,263,météo très défavorable
2018-12-09,9,8,13,9,9,7,33.4,91,6.5,1022,96,9,8,6,296,356,356,météo très défavorable
2018-12-10,8,6,5,3,8,5,26,92,8.75,1027,78.75,8,6,5,356,353,353,météo très défavorable
2018-12-11,8,4,5,-1,8,7,0.5,87,8.75,1027,20,8,5,3,143,113,116,météo très défavorable
2018-12-12,6,2,4,-2,6,5,0,71,10,1023,6.375,6,0,2,116,116,116,météo très défavorable
2018-12-13,7,2,5,1,7,5,0,45,10,1019,22,7,0,1,113,116,116,météo très défavorable
2018-12-14,6,2,5,1,5,5,0,68,10,1022,27.25,7,0,2,116,116,116,météo très défavorable
2018-12-15,5,0,2,-2,5,2,1.4,73,9,1023,50.625,5,0,0,116,116,116,météo très défavorable
2018-12-16,7,5,6,4,7,5,30.7,97,11.75,1018,90.25,7,7,3,302,302,263,météo très défavorable
2018-12-17,7,5,5,5,7,4,11.2,96,14.375,1031,70.625,7,5,5,296,353,353,météo très défavorable
2018-12-18,11,4,4,-2,11,6,0,65,14.625,1031,18.375,11,3,3,116,113,116,météo très défavorable
2018-12-19,7,5,4,1,7,3,25.4,94,9.375,1023,70.875,7,5,4,116,263,308,météo très défavorable
2018-12-20,8,4,6,2,8,6,4,83,9.25,1026,52.375,8,3,2,176,116,263,météo très défavorable
2018-12-21,7,5,8,3,7,7,48.3,93,7.625,1027,80.375,7,7,4,116,176,308,météo très défavorable
2018-12-22,13,10,6,9,13,10,24,90,8.5,1028,78.375,13,11,10,296,353,353,météo très défavorable
2018-12-23,12,6,5,4,11,9,1.3,82,9,1029,53.25,12,8,6,116,116,176,météo défavorable
2018-12-24,10,9,5,9,10,8,9,97,6.25,1030,90.375,10,10,10,266,266,296,météo défavorable
2018-12-25,9,3,4,1,8,8,0,79,9.625,1033,1.625,10,5,3,113,113,113,météo très défavorable
2018-12-26,9,3,2,-1,8,7,0,60,10,1033,21.875,9,1,3,113,119,116,météo très défavorable
2018-12-27,9,4,3,0,9,5,0,59,10,1030,11.125,9,1,4,116,116,116,météo très défavorable
2018-12-28,7,3,4,0,7,4,0,69,9.375,1030,30.25,7,1,3,116,116,116,météo très défavorable
2018-12-29,7,2,5,-2,7,4,0,82,8.625,1034,13.125,7,2,2,116,113,116,météo très défavorable
2018-12-30,8,2,7,-2,8,6,0,68,10,1034,8.125,9,3,1,116,116,116,météo très défavorable
2018-12-31,8,2,5,-3,7,5,0,76,9,1034,13,8,4,2,116,116,116,météo très défavorable
