DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2017-09-08,23,17,6,11,22,21,0,72,9,1017,19.75,25,13,17,119,113,113,météo favorable
2017-09-09,14,12,6,13,14,12,27.3,98,8.5,1009,51.375,15,13,12,113,302,302,météo très défavorable
2017-09-10,16,12,6,11,15,14,0,92,7.25,1010,80,16,11,12,143,122,119,météo défavorable
2017-09-11,18,12,6,10,16,14,3.4,89,8.625,1010,51,18,14,12,113,119,353,météo correcte
2017-09-12,18,12,6,11,15,17,15,93,8.875,1018,46.375,20,11,12,356,353,116,météo défavorable
2017-09-13,22,14,7,8,16,22,0,68,10,1020,36.75,24,14,14,113,119,116,météo correcte
2017-09-14,16,12,9,13,13,12,25.8,96,8.75,1019,34,16,14,12,113,356,299,météo très défavorable
2017-09-15,17,12,4,7,16,14,0,68,10,1019,0,17,7,12,113,113,113,météo correcte
2017-09-16,18,12,6,6,17,15,0,74,10,1014,13.875,18,9,12,113,116,116,météo favorable
2017-09-17,17,13,10,7,17,15,0,73,10,1016,41.75,17,9,13,116,116,116,météo correcte
2017-09-18,16,12,6,8,15,14,6.1,86,8.75,1018,46,17,10,12,296,116,113,météo correcte
2017-09-19,12,10,7,8,11,10,4,92,6.625,1021,63.625,13,10,10,119,176,353,météo défavorable
2017-09-20,18,10,9,3,16,16,0,83,6.625,1023,15.125,18,7,10,143,116,113,météo favorable
2017-09-21,24,15,4,6,22,22,0,56,10,1022,0,25,8,15,113,113,113,météo idéale
2017-09-22,23,17,6,8,23,20,0,68,10,1022,0,25,11,17,113,113,113,météo favorable
2017-09-23,23,17,5,9,23,21,0,72,10,1023,3.625,25,12,17,116,113,113,météo favorable
2017-09-24,24,18,6,10,23,21,0,66,10,1021,13,25,12,18,116,113,113,météo idéale
2017-09-25,22,17,4,9,22,17,0,81,10,1021,17,23,13,17,113,113,116,météo favorable
2017-09-26,21,15,6,10,20,18,0,83,9.375,1023,37,22,13,15,116,116,119,météo favorable
2017-09-27,23,17,5,8,23,22,0,74,6.625,1025,15.25,25,13,17,143,113,116,météo favorable
2017-09-28,25,18,5,10,24,22,0,65,10,1026,0,25,12,18,113,113,113,météo idéale
2017-09-29,26,19,4,10,25,23,0,57,10,1026,19.125,26,12,19,116,116,113,météo favorable
2017-09-30,21,13,8,10,21,13,8.6,98,8.375,1022,49.125,21,13,13,113,116,302,météo correcte
2017-10-01,21,13,6,9,19,20,0,85,5.875,1022,48.25,21,11,13,248,113,113,météo favorable
2017-10-02,18,12,3,10,16,18,6.8,90,9.5,1023,78.5,19,14,12,176,293,116,météo défavorable
2017-10-03,18,17,5,12,17,17,19.2,94,13.625,1025,69.25,19,16,17,353,356,116,météo très défavorable
2017-10-04,22,13,4,6,20,19,0,81,9.625,1027,24.875,24,12,13,143,113,116,météo favorable
2017-10-05,24,17,6,9,24,22,0,51,10,1025,0,25,10,17,113,113,113,météo idéale
2017-10-06,16,12,15,9,15,13,0,87,9,1024,32.5,16,9,11,119,116,113,météo correcte
2017-10-07,17,10,6,2,16,15,0,65,10,1026,24.5,17,4,10,113,113,122,météo correcte
2017-10-08,17,13,7,8,17,16,0,61,8.375,1022,40.5,18,10,13,119,119,116,météo correcte
2017-10-09,16,11,6,4,16,14,0,80,6.625,1021,44.75,16,9,11,143,116,116,météo correcte
2017-10-10,20,13,6,6,19,18,0,74,9,1022,1.875,20,10,13,143,113,113,météo favorable
2017-10-11,23,16,6,7,23,21,0,56,10,1024,0,25,10,16,113,113,113,météo favorable
2017-10-12,23,16,5,8,23,20,0,52,10,1027,4.25,25,11,15,113,113,113,météo favorable
2017-10-13,24,17,4,8,24,20,0,58,10,1028,12.375,25,12,17,113,113,122,météo idéale
2017-10-14,25,17,3,8,24,22,0,56,10,1029,0,25,11,17,113,113,113,météo idéale
2017-10-15,27,19,4,11,26,24,0,49,10,1029,0,27,13,19,113,113,113,météo idéale
2017-10-16,26,19,4,11,26,22,0,44,10,1029,2.75,26,11,19,113,113,113,météo idéale
2017-10-17,24,17,5,9,23,22,0,43,10,1028,1.375,25,10,17,113,113,113,météo idéale
2017-10-18,23,16,5,8,23,21,0,48,10,1022,0,25,9,16,113,113,113,météo favorable
2017-10-19,22,16,5,8,22,18,0,50,10,1016,24.25,24,10,16,113,116,116,météo favorable
2017-10-20,21,16,5,8,21,17,0,54,10,1020,16.75,22,10,16,113,113,116,météo favorable
2017-10-21,21,16,9,9,21,20,5.9,64,9.5,1021,24.375,23,12,16,113,113,116,météo favorable
2017-10-22,12,10,6,10,11,9,22.7,86,8.375,1023,61,13,10,10,116,176,356,météo très défavorable
2017-10-23,13,8,8,4,12,11,5.6,89,8.625,1026,57.25,13,8,8,143,119,116,météo correcte
2017-10-24,19,10,7,2,17,16,0,65,10,1027,1.875,19,10,10,113,113,113,météo favorable
2017-10-25,23,14,3,6,22,21,0,54,10,1027,8.5,25,12,14,119,113,113,météo favorable
2017-10-26,25,15,3,8,23,23,0,46,10,1027,24.875,26,12,14,113,122,113,météo correcte
2017-10-27,17,14,11,8,17,15,0.7,69,9.875,1027,12.625,17,12,14,113,116,176,météo correcte
2017-10-28,14,8,8,3,14,11,0,83,7,1028,23.75,14,6,8,143,113,113,météo correcte
2017-10-29,12,7,5,1,12,7,0.5,79,8.75,1025,40.75,12,8,7,113,113,176,météo défavorable
2017-10-30,13,7,9,4,11,11,0.3,85,6.375,1023,45.5,13,5,6,143,176,113,météo correcte
2017-10-31,16,7,5,0,14,13,0,72,8,1026,3.25,16,6,7,143,113,113,météo correcte
2017-11-01,18,10,3,2,17,14,0,56,10,1026,13.75,18,8,10,116,113,113,météo favorable
2017-11-02,17,11,5,4,17,14,0,64,10,1023,37.25,17,10,11,122,116,116,météo correcte
2017-11-03,19,12,3,5,18,16,0,67,10,1019,12.125,19,10,12,116,116,116,météo favorable
2017-11-04,18,12,5,6,18,14,0.1,59,9.625,1016,39.5,18,8,12,116,116,116,météo favorable
2017-11-05,9,8,8,8,8,6,45.1,98,7.25,1015,90,9,8,7,302,308,176,météo très défavorable
2017-11-06,7,4,15,3,6,5,5.6,84,7,1018,82.25,7,4,1,263,266,176,météo très défavorable
2017-11-07,7,5,6,3,7,6,0.2,88,6.375,1018,87.875,7,4,4,143,119,176,météo très défavorable
2017-11-08,7,4,3,2,7,5,2.6,90,4.75,1020,88.25,7,4,4,266,266,176,météo très défavorable
2017-11-09,7,5,6,3,7,6,0.9,90,5.625,1026,89.25,7,4,4,266,176,122,météo très défavorable
2017-11-10,9,5,4,4,8,7,1.2,88,4.75,1027,83,9,4,5,143,116,176,météo très défavorable
2017-11-11,9,7,5,3,9,7,15.9,88,5.625,1023,87.125,9,7,7,266,119,302,météo défavorable
2017-11-12,12,9,13,7,12,8,44.2,94,6.875,1016,93.5,12,9,8,302,353,302,météo très défavorable
2017-11-13,5,4,20,3,5,3,6.3,89,8.375,1019,73,5,2,0,317,266,176,météo très défavorable
2017-11-14,8,3,8,2,7,5,0,79,10,1024,12.5,8,1,1,116,116,116,météo très défavorable
2017-11-15,10,5,5,3,9,7,0,64,10,1025,11.5,10,2,5,113,113,116,météo très défavorable
2017-11-16,10,6,5,1,10,7,0,58,10,1024,47.75,10,1,6,116,113,122,météo défavorable
2017-11-17,9,3,6,-3,9,7,0,60,10,1024,8.75,9,2,3,116,116,116,météo très défavorable
2017-11-18,10,4,6,-2,10,6,0,76,8.375,1025,8.625,10,4,4,116,113,116,météo très défavorable
2017-11-19,9,4,4,-2,9,5,0.2,76,9.625,1025,45.625,9,5,4,116,176,116,météo très défavorable
2017-11-20,10,4,4,-2,10,7,0,70,10,1025,5,10,3,4,116,116,116,météo très défavorable
2017-11-21,13,6,4,0,13,10,0,59,10,1024,16.5,13,4,6,116,116,116,météo correcte
2017-11-22,17,9,5,4,17,14,0,59,10,1020,2.625,17,8,9,113,113,113,météo correcte
2017-11-23,14,8,7,2,14,12,0,61,10,1020,21,14,7,7,116,116,116,météo correcte
2017-11-24,14,9,5,4,14,11,0.2,68,9.375,1020,41.5,14,8,9,116,116,119,météo correcte
2017-11-25,8,7,5,6,8,7,42.6,97,7.25,1021,81.375,8,8,7,266,308,293,météo très défavorable
2017-11-26,5,2,5,1,4,2,2.3,88,9.75,1031,60.875,5,3,2,368,116,176,météo très défavorable
2017-11-27,6,2,3,-2,6,4,0,69,10,1032,18.5,6,0,1,116,116,116,météo très défavorable
2017-11-28,8,4,5,0,8,5,2,62,8.75,1023,44.75,8,1,3,116,116,122,météo très défavorable
2017-11-29,5,3,4,1,5,2,6.7,92,7.625,1011,77.375,5,3,3,296,176,263,météo très défavorable
2017-11-30,3,1,5,0,3,1,7.2,87,3.375,1012,94.25,3,1,1,332,338,338,météo très défavorable
2017-12-01,1,0,6,0,1,-1,11.2,93,2.75,1016,87.5,1,0,-2,395,338,338,météo très défavorable
2017-12-02,2,-2,8,-3,1,-1,0,87,6,1022,66.5,2,0,-4,143,116,119,météo très défavorable
2017-12-03,1,-2,6,-3,0,-1,0.2,91,7.25,1030,43.5,2,0,-4,329,323,323,météo très défavorable
2017-12-04,4,-2,4,-6,3,1,0,86,8.375,1036,35.375,4,2,-2,116,116,116,météo très défavorable
2017-12-05,5,-1,4,-5,5,2,0,89,8.625,1038,17.125,5,3,-1,116,116,143,météo très défavorable
2017-12-06,9,2,2,-3,8,5,0,79,10,1038,0.75,9,5,2,113,113,113,météo très défavorable
2017-12-07,10,4,5,-1,10,7,0,76,10,1034,16,10,6,3,113,113,113,météo très défavorable
2017-12-08,5,4,6,3,5,3,53.9,96,6.375,1024,95.875,5,4,3,308,302,353,météo très défavorable
2017-12-09,1,0,5,-1,1,-2,13,94,7.5,1023,75.625,1,0,-2,371,371,371,météo très défavorable
2017-12-10,6,3,10,0,6,5,51.6,95,6.25,1020,95.25,7,6,1,122,308,308,météo très défavorable
2017-12-11,8,7,6,6,8,5,50.9,97,7.125,996,94.25,8,7,6,296,296,308,météo très défavorable
2017-12-12,4,3,5,3,4,2,13.4,96,7.625,1021,72.125,4,3,3,302,296,263,météo très défavorable
2017-12-13,5,-1,7,-3,4,5,13,73,9.125,1024,43.625,5,4,-3,116,116,296,météo très défavorable
2017-12-14,8,7,15,7,8,7,30.4,94,8.125,1013,88,8,6,5,296,176,353,météo très défavorable
2017-12-15,5,4,6,3,5,3,24,88,12.375,1006,79.5,6,4,2,308,263,176,météo très défavorable
2017-12-16,3,2,6,2,3,1,22.7,97,7,1022,86.75,3,3,1,395,317,317,météo très défavorable
2017-12-17,3,-1,4,-4,3,1,1.9,90,7.375,1031,60.75,3,0,-1,335,119,119,météo très défavorable
2017-12-18,4,-1,6,-5,3,1,14.5,95,7.375,1032,79.625,4,3,-3,122,338,296,météo très défavorable
2017-12-19,3,-3,4,-7,3,0,0.1,89,10,1036,31.5,3,2,-3,116,116,119,météo très défavorable
2017-12-20,4,-1,3,-5,4,1,0.2,91,8.375,1036,56.625,4,3,-1,116,116,143,météo très défavorable
2017-12-21,5,0,3,-4,5,3,0,85,9.625,1037,23.125,5,3,-1,116,116,116,météo très défavorable
2017-12-22,7,2,4,-2,7,3,0.2,93,6.625,1036,59.25,7,5,2,116,116,248,météo très défavorable
2017-12-23,6,0,4,-2,5,2,0.1,92,4.625,1036,43.25,6,4,0,143,116,143,météo très défavorable
2017-12-24,9,3,3,-1,9,6,0,85,9.625,1036,2,9,7,3,113,113,113,météo très défavorable
2017-12-25,9,3,5,-2,9,5,0,77,10,1029,35.75,9,5,2,116,122,116,météo très défavorable
2017-12-26,6,3,6,-2,6,4,6.4,96,8.375,1020,56.5,6,6,1,116,266,293,météo très défavorable
2017-12-27,6,4,9,3,6,3,17.9,90,7.375,1004,86.5,6,4,2,176,296,302,météo très défavorable
2017-12-28,2,1,5,0,2,-2,18.9,94,5.125,1013,76.875,2,1,-1,338,335,371,météo très défavorable
2017-12-29,3,-5,6,-9,1,1,8.8,73,9.25,1018,52,4,4,-8,116,116,296,météo très défavorable
2017-12-30,7,5,8,5,6,6,67.8,98,6.25,1021,98.625,7,6,3,302,308,308,météo très défavorable
2017-12-31,9,4,6,2,9,4,2.3,86,9.875,1023,48.75,9,6,2,116,122,116,météo très défavorable
